ID	PC1	PC2	PC3	PC4
HG02133	0.94278	-0.9666	0.18311	-2.59883
HG02134	-0.42219	-0.59571	-0.98733	2.87394
HG02135	-0.72162	-0.79604	1.80053	-0.28063
HG02136	2.10894	0.18012	1.07222	-0.53946
HG02137	1.43936	1.03592	1.33196	-0.073
HG02138	0.03047	0.99687	-0.01768	-0.56998
HG02139	-1.15463	-0.49159	-0.28018	-0.47077
HG02140	1.51669	-1.98221	-1.02268	-0.97125
HG02141	-0.68736	0.30391	-2.42583	0.81184
HG02142	0.54017	-0.91216	-0.80755	1.1694
HG02143	0.11743	0.39905	-0.62882	0.99051
HG02144	0.78286	-0.57361	0.25292	-0.71412
HG02145	1.50473	-0.81042	-0.02703	0.87662
HG02146	0.82033	-0.79409	-0.09449	0.52915
HG02147	1.26218	0.28442	-1.54182	-1.24332
HG02148	0.09199	0.42085	-0.98117	0.26946
HG02150	0.3686	-0.00683	-0.36611	0.13122
HG02151	-0.74043	-1.00326	0.58195	-1.9197
HG02152	0.2045	0.0467	1.31751	-1.22426
HG02153	0.90017	0.76239	-1.15842	-1.93475
HG02154	-0.39312	0.81424	-0.36435	-1.03038
HG02155	-0.34936	2.42372	-1.69255	1.71141
HG02156	-0.41201	0.78735	-1.31891	-0.13234
HG02164	0.6133	0.40272	0.37363	1.48369
HG02165	0.91855	1.58417	1.62304	-0.46058
HG02166	1.67977	0.0354	-0.49539	-0.77841
HG02178	0.19275	-1.23358	-0.91859	-0.55462
HG02179	0.42769	-0.72157	-0.57623	-1.77827
HG02180	-0.75235	0.7943	-0.56712	-0.55624
HG02181	-0.23261	0.38932	0.40689	1.14554
HG02182	0.66771	0.2606	1.13993	-0.23733
HG02184	-0.89887	0.6813	-1.53446	1.20065
HG02185	-0.14646	0.61699	0.53421	0.82744
HG02186	-2.37658	0.31622	-0.79958	-0.6687
HG02187	1.31839	-0.96441	1.80136	-0.03299
HG02188	-0.9764	-0.10604	0.83964	-1.17277
HG02190	0.30661	0.83417	-0.99441	-1.10186
HG02215	0.4873	-0.2328	-0.03899	0.82998
HG02219	-1.06173	0.9701	-1.05809	-0.71604
HG02220	1.20822	1.13427	-0.85326	0.49109
HG02221	0.43833	0.43472	-1.63198	1.41142
HG02222	-1.65962	1.11461	0.81208	-1.34205
HG02223	1.00912	0.46464	-0.02992	-0.06861
HG02224	1.5055	0.60213	0.44982	-1.76425
HG02225	-1.19399	0.90257	0.63941	0.44827
HG02229	1.78647	1.065	1.20061	-0.23844
HG02230	-0.8873	0.0533	0.92101	-0.83774
HG02231	-0.29846	-0.19934	-0.14014	1.42322
HG02232	-1.12232	0.94947	0.16352	0.75818
HG02233	0.08136	-0.06932	-1.83624	0.45657
HG02234	-1.25078	-2.37278	0.64443	-0.40047
HG02235	-0.12623	-1.20523	0.84672	-0.12821
HG02236	0.15769	-0.29273	-0.18181	-0.61609
HG02237	0.1502	0.81156	1.86152	0.72142
HG02238	-0.7432	1.01514	-0.58222	0.65157
HG02239	0.18826	0.69465	0.20082	1.30278
HG02240	-0.54591	-0.30667	-1.04327	-1.51606
HG02250	0.53227	0.0251	-1.01049	0.28474
HG02252	1.43922	-1.45526	1.4431	1.40063
HG02253	0.05505	-0.69708	-0.54248	-1.46852
HG02255	-0.35069	2.13364	-0.27741	-0.00869
HG02256	-1.26232	-1.0592	-0.68603	0.30497
HG02257	-0.45088	-0.62274	1.93832	-0.27421
HG02258	0.25039	-0.01048	-1.32394	-0.62477
HG02259	1.81289	-0.28189	0.96987	1.19679
HG02260	-1.15416	-1.30477	0.08301	0.22491
HG02261	0.22028	0.77863	-0.57576	2.02503
HG02262	-1.46322	-0.58322	0.08709	0.55424
HG02265	-0.50921	-0.23373	-2.47614	0.29873
HG02266	1.73455	-0.02182	0.37036	1.38966
HG02271	-0.26743	0.20025	-0.8084	-0.53287
HG02272	1.79515	-0.69461	-0.94681	0.20289
HG02273	-0.79402	-1.22901	-0.07011	0.54119
HG02274	0.75483	-0.31898	0.2404	-1.01562
HG02275	-0.79612	0.68981	-0.48117	-0.16532
HG02277	-0.52775	-0.20932	-0.9836	-1.27907
HG02278	-1.18139	0.38637	0.7121	-0.58033
HG02279	-1.3311	0.51324	0.40804	-0.6943
HG02280	-2.14293	0.13529	-1.61615	-0.43157
HG02281	-0.55606	-0.81293	1.80885	-1.07499
HG02282	0.9881	0.02401	0.77899	-0.87088
HG02283	1.58712	0.25412	0.3831	1.23536
HG02284	-1.07978	-0.30523	0.81974	-1.50323
HG02285	1.2178	-0.16365	-0.36213	-0.54067
HG02286	-0.55859	1.20361	0.04266	-1.61726
HG02287	-0.65474	1.72793	0.05826	2.21112
HG02291	0.66598	-1.78203	-0.46996	-0.33055
HG02292	0.12595	-1.72895	1.22971	0.73133
HG02293	0.8915	-0.63701	-2.00081	-0.16856
HG02298	-1.29161	-0.58875	0.03475	1.36694
HG02299	-0.89814	1.09258	-0.45194	-1.04888
HG02300	0.42447	-1.1233	0.0306	0.95614
HG02301	-0.24268	-1.15131	-0.27858	0.42702
HG02302	0.73845	-1.81032	0.30629	-0.67807
HG02303	-0.14193	0.53689	-0.5315	1.29735
HG02304	-0.43746	1.10976	-1.45795	1.63272
HG02307	-1.09799	0.29748	0.12397	-1.29102
HG02308	0.49845	0.42237	0.44103	0.62679
HG02309	1.70118	0.19712	-0.28324	0.06036
HG02312	2.10787	0.31782	-0.51718	1.19117
HG02314	-0.82636	-1.00286	-0.62717	0.84476
HG02315	-0.32215	0.13543	-0.59343	-0.58368
HG02316	1.90513	1.69958	0.68702	-0.61371
HG02317	0.41952	0.22476	-0.65447	-0.73687
HG02318	0.40887	-1.50625	0.49164	-0.28871
HG02321	-1.43567	0.87791	1.26934	0.49963
HG02322	-0.0754	0.32431	-0.54454	0.17265
HG02323	-0.95417	-1.39191	0.32653	-0.73868
HG02325	-1.93759	0.34924	0.08686	-0.65282
HG02330	0.68303	-1.95511	2.44184	1.46409
HG02332	0.59448	-0.14932	-1.52297	0.58407
HG02334	-0.34782	-0.28851	-0.71757	0.68244
HG02337	0.4199	-0.77761	0.14762	-0.48603
HG02339	-0.76004	1.89183	-1.49116	1.83067
HG02343	0.58321	-1.61816	1.26017	0.2417
HG02345	0.59251	1.00006	0.34688	0.48443
HG02348	1.6221	-1.09664	0.8993	0.01203
HG02351	-0.74118	-0.67123	1.71832	-0.41077
HG02353	0.77339	-0.49035	0.46699	-0.3383
HG02355	1.30566	-0.44091	0.27893	-0.27792
HG02356	1.07595	-1.58539	0.78678	1.72513
HG02360	-0.01602	1.85415	-0.67451	1.17731
HG02364	-0.28923	-0.25898	-0.15685	0.88138
HG02367	-0.1086	0.62561	0.58226	-1.14451
HG02371	0.31429	0.39138	1.02826	-1.69899
HG02373	-1.36459	-1.4271	0.13543	0.85341
HG02374	-0.35501	1.12195	1.81005	-0.98817
HG02375	-1.23565	-1.79981	-0.33105	0.74319
HG02379	-0.42053	-0.00639	-0.16854	-2.71375
HG02380	0.48396	0.43103	0.02372	-1.1303
HG02382	0.25191	-0.71281	-0.59418	-0.62136
HG02383	0.16296	-0.45911	0.02559	0.69134
HG02384	-1.44119	-0.3905	1.45274	0.6207
HG02385	-0.67949	-1.63285	1.15425	0.4295
HG02386	1.33225	0.01562	-0.85252	-1.4915
HG02389	2.49741	-0.29529	0.57178	0.24794
HG02390	-0.89038	-0.29734	-0.45341	-1.9389
HG02391	1.17157	1.19038	-0.17472	1.40094
HG02392	0.23033	-0.33498	-0.40656	-1.23938
HG02394	0.38602	-0.26172	-0.28272	1.60461
HG02395	-0.06103	-0.7886	0.02479	-1.17415
HG02396	0.5317	-0.66404	1.60784	-1.06392
HG02397	-1.78918	0.39102	-0.9664	-0.17161
HG02398	0.92696	2.16361	-2.63018	-0.58727
HG02399	-0.04564	0.75741	1.60572	-0.88013
HG02401	-1.05519	-0.69923	0.76638	0.22521
HG02402	0.00878	-0.48729	-0.262	0.334
HG02406	0.39537	0.55362	0.25471	0.87852
HG02407	-1.57314	1.48965	1.29937	-0.10087
HG02408	-0.33362	0.42809	-0.36156	0.32411
HG02409	-0.1058	-0.4816	-1.50939	-0.45771
HG02410	2.38885	1.90501	1.76123	0.06067
HG02419	0.39713	-0.23716	0.89828	1.11125
HG02420	-0.25083	-1.15756	0.38968	-0.72697
HG02425	1.49099	0.04174	0.07404	1.82969
HG02427	-0.59238	0.54368	-1.28381	0.84203
HG02429	2.58751	0.44285	-0.95782	-0.26129
HG02433	0.30887	-1.03039	0.92123	-0.71603
HG02439	-1.44488	0.39195	0.5117	0.68926
HG02442	1.09351	-1.96034	1.30253	-0.32366
HG02445	-0.15195	0.04871	-0.60437	-0.28698
HG02449	1.89091	-0.11958	0.41017	-0.22318
HG02450	-0.33384	-0.06324	-0.64126	1.01474
HG02451	0.90161	-0.88008	1.87076	1.19573
HG02455	-1.38701	1.5828	-0.39706	1.07822
HG02461	0.88005	-0.56283	0.24379	-1.52727
HG02462	-0.51386	0.49444	0.68672	-1.12294
HG02463	-0.07485	-0.33238	-1.48427	-1.56497
HG02464	-1.56711	-1.00308	1.89275	1.33303
HG02465	0.9949	0.89888	0.91273	-0.47035
HG02466	-0.25805	1.74073	0.48981	-1.35688
HG02470	-0.00264	-1.34599	-0.98692	0.29133
HG02471	1.13863	-0.8479	-0.07317	0.73774
HG02476	-0.23249	-0.63732	1.52557	0.68109
HG02477	0.91756	-1.42893	0.30652	-0.02556
HG02479	0.50112	2.06574	0.04903	-0.4567
HG02481	-0.51652	-0.41082	-2.20649	-1.16506
HG02484	0.3355	0.14345	0.38652	-1.36482
HG02485	-0.04591	1.52253	-2.56814	0.55541
HG02489	-1.64088	-0.77683	-0.55368	1.07345
HG02490	0.55924	-0.68374	-1.60055	0.59364
HG02491	-1.50488	0.32538	-0.01447	0.62213
HG02492	-0.65078	-0.15225	-0.66735	0.59518
HG02493	0.48583	0.53796	-0.38432	0.10071
HG02494	-0.80311	0.40772	0.95522	0.28235
HG02495	0.87817	-1.06544	0.44949	1.85729
HG02496	1.20744	1.49219	1.09435	0.81979
HG02497	0.14367	-0.3988	-0.00317	0.12851
HG02501	1.49113	0.11677	-0.35632	0.2644
HG02502	1.03446	0.49565	-0.19048	-1.52177
HG02505	1.25945	-0.65028	-0.87985	1.62701
HG02508	0.12621	2.07952	-1.04394	-0.03075
HG02511	0.1997	1.22555	-1.75479	1.3589
HG02512	-1.26765	-0.0491	-0.80481	-0.82267
HG02513	0.14581	-0.28168	0.68842	0.08348
HG02514	1.0388	-0.62067	-0.87541	0.7644
HG02521	1.5274	0.16052	0.15706	1.93476
HG02522	-1.27077	-0.65971	-0.14277	-0.75623
HG02523	-1.3287	-0.36903	-0.51996	-2.42628
HG02524	-1.07342	-0.76576	0.25558	0.4514
HG02525	-0.16995	-0.21941	0.47218	1.76609
HG02526	0.81098	1.23919	-0.102	1.41267
HG02536	2.98875	-0.32174	1.89677	0.49152
HG02537	0.44493	-0.6878	0.11461	-1.22875
HG02541	-0.30241	1.2288	-0.44142	1.05623
HG02545	-0.65115	-0.85447	0.17662	-0.6467
HG02546	1.28225	-1.11615	-0.79955	-0.69726
HG02549	0.10344	-1.34649	-0.02631	-0.39959
HG02554	0.94318	-1.25343	0.85967	-0.86784
HG02555	-0.63776	0.5807	1.3446	0.37812
HG02557	-1.44423	1.05108	-1.80276	-0.49249
HG02558	0.34092	-0.39083	0.20032	1.25291
HG02561	0.419	-0.94837	0.76762	0.43924
HG02562	0.27366	1.0928	0.30496	0.61926
HG02563	0.00822	0.4094	-1.04638	0.01709
HG02568	0.45621	0.1629	0.92295	0.89525
HG02569	1.76161	-0.29318	-0.0584	-0.87409
HG02570	-2.06827	0.39795	0.77758	1.03171
HG02571	-0.97291	0.7752	0.66571	0.00989
HG02572	0.23097	-1.1458	-1.65371	0.39885
HG02573	0.83733	1.21145	-0.29275	-0.24647
HG02574	0.24365	-1.00945	0.77036	0.11784
HG02575	-0.27269	0.73216	-0.95402	-0.20295
HG02577	1.10062	0.32258	-0.40433	-0.49277
HG02580	0.97633	0.68607	-0.31893	-1.16158
HG02582	0.66061	-0.64657	0.34591	0.98739
HG02583	0.37908	1.2052	1.31253	-1.56595
HG02584	0.79081	-0.28636	-0.10501	1.0098
HG02585	-0.99427	-0.26916	-0.85766	-2.06976
HG02586	-0.04173	0.28945	0.96775	-0.43356
HG02587	1.30246	2.37582	0.53505	1.52114
HG02588	1.26903	1.00057	-0.82631	-0.58613
HG02589	-0.40522	0.88453	-1.03818	1.55142
HG02590	0.05496	-1.62239	0.32106	0.07409
HG02594	1.25656	-2.42562	-0.47053	0.82853
HG02595	-0.18578	1.16722	-0.73467	0.9425
HG02596	1.21864	-1.8171	0.0473	-0.81654
HG02597	-0.70115	0.62324	0.71028	-0.97654
HG02600	0.49171	0.16753	-0.44064	0.72109
HG02601	-1.90487	-0.18156	-1.15569	1.77111
HG02602	-1.31392	-0.74553	0.88875	0.24862
HG02603	-0.5736	1.26676	1.67004	0.42174
HG02604	-0.69813	-0.06933	-0.6789	0.49705
HG02605	0.51984	-2.67999	-0.72407	0.43424
HG02610	0.57084	-0.95046	1.41614	-0.49657
HG02611	1.02325	-0.85389	0.68295	-0.53449
HG02612	-0.89265	0.15327	0.8301	-0.15004
HG02613	0.01768	-1.07657	1.71991	-0.89077
HG02614	-0.33206	0.48841	-0.34515	0.36206
HG02615	-0.78826	0.11603	0.19548	-1.38641
HG02620	-0.82375	-0.4537	-1.08272	-1.17553
HG02621	0.19557	-1.28228	-0.35429	-0.0432
HG02622	1.41442	0.5725	0.18025	-0.88124
HG02623	0.02614	0.89549	-1.06143	-0.86098
HG02624	-0.52291	0.53629	0.70505	0.66457
HG02625	-0.573	-0.39763	-0.8305	-1.45391
HG02628	1.91316	-0.58367	0.30501	-0.64866
HG02629	0.43743	-0.9878	0.49681	-1.32031
HG02630	0.68431	-0.54833	-1.16068	0.37522
HG02634	-0.06514	-0.04631	1.4886	1.1842
HG02635	1.06447	0.59471	0.07651	-0.79181
HG02636	-0.00066	-1.40811	-0.68973	-0.70118
HG02642	-0.12252	-0.55217	2.27968	0.83175
HG02643	0.07323	0.05387	-0.71658	0.49661
HG02644	-1.58572	-0.73928	0.31577	-1.44719
HG02645	0.66766	1.47946	-1.48983	0.02315
HG02646	-0.11072	-0.71619	-0.84844	-0.55287
HG02647	-1.17457	0.21388	-1.77515	-3.65786
HG02648	1.0931	-0.94463	-1.90998	0.28445
HG02649	-1.94162	-2.85161	-0.02395	-0.35598
HG02650	-0.27727	0.51731	0.30353	-0.13421
HG02651	0.61724	1.09755	0.18004	0.25044
HG02652	1.28774	1.29028	-0.66872	0.86084
HG02653	-0.47868	1.38873	-1.41321	0.16238
HG02654	0.24938	0.35796	-0.0907	-1.25068
HG02655	0.95142	-2.34691	0.8729	2.30671
HG02656	1.5597	0.99663	-0.36029	-1.0998
HG02657	0.86959	-0.16153	-1.34586	1.2647
HG02658	0.43772	0.75407	-0.23582	-1.44836
HG02659	1.1443	0.17213	1.22177	-1.45938
HG02660	0.48499	0.95276	-0.90958	-1.50793
HG02661	1.15639	0.37516	0.65962	0.36876
HG02662	0.17026	-0.23867	0.18488	0.77097
HG02666	-0.96204	-0.86565	-0.98294	-1.78666
HG02667	-0.17308	-0.27526	0.77431	-1.4839
HG02668	0.25344	-1.18724	-2.59101	1.28084
HG02675	-0.51021	0.57254	0.75437	-0.66761
HG02676	0.95491	-0.9389	0.29579	1.33517
HG02677	0.14802	-1.32526	-0.46462	1.83685
HG02678	2.19421	0.53713	0.56403	-0.451
HG02679	0.64789	-1.61742	-1.80845	1.23032
HG02680	-1.03323	0.22538	0.20367	0.45078
HG02681	0.27393	0.90911	0.40655	-1.41286
HG02682	-0.0035	0.87804	0.56413	-0.8705
HG02683	-0.17314	0.25634	0.46347	-0.37374
HG02684	-0.58751	0.81308	0.63146	-0.82124
HG02685	-0.85789	0.77373	0.46002	0.59576
HG02686	0.84583	0.07294	0.92503	1.19133
HG02687	-0.53604	1.50683	-0.18644	-0.95726
HG02688	0.34805	-2.59328	0.93253	-0.78426
HG02689	-1.1368	1.80978	-0.9247	-0.7595
HG02690	-1.54216	-1.82363	0.69957	0.22764
HG02691	1.76249	1.53463	0.4738	-0.28613
HG02692	0.449	-0.47587	1.77477	-1.4643
HG02694	1.3673	-1.04772	-0.80699	0.77573
HG02696	1.01297	-1.49123	0.31874	0.96823
HG02697	-1.30092	0.20301	0.22569	-1.36222
HG02698	1.02308	0.29677	0.86261	-0.35978
HG02699	1.83408	0.04286	0.37128	0.38625
HG02700	-0.40082	0.27137	0.93475	-1.23711
HG02701	-1.38872	-1.33021	0.13162	0.68009
HG02702	0.68283	-1.42597	-0.40608	0.08604
HG02703	-2.10131	1.14758	-0.13191	-1.30109
HG02704	-0.84015	1.23343	-1.85437	0.5298
HG02715	-1.39429	-0.02398	2.446	0.64134
HG02716	0.599	0.09133	-0.92116	-1.14544
HG02717	-1.21027	0.13193	-1.0894	-2.45054
HG02721	-0.14484	0.22895	1.70943	1.35308
HG02722	0.55601	0.57152	0.26487	-0.44241
HG02723	-2.0625	1.84383	-0.59052	-0.06307
HG02724	-0.13697	-2.05018	-1.50445	-0.06612
HG02725	-0.96573	0.88945	-0.41039	-0.04063
HG02726	-0.4461	0.85204	0.97813	0.3165
HG02727	0.52367	-0.5615	-0.23025	-0.07264
HG02728	-1.08777	0.44593	-0.40386	-1.89875
HG02729	-1.41655	0.76093	-1.41559	-0.73453
HG02731	0.00946	-0.2779	-1.38518	0.26014
HG02733	-1.88936	-0.07593	0.48362	1.96125
HG02734	0.45467	1.06431	-1.39569	-1.77871
HG02735	-0.23922	0.28345	-0.82761	-0.0399
HG02736	-1.05677	-1.7168	-0.84439	0.11594
HG02737	-0.25399	-1.67352	-1.12646	0.15816
HG02738	0.53545	0.8596	-0.66171	-2.68894
HG02756	0.66121	-0.10375	-0.03392	-1.96415
HG02757	-2.34477	-0.85666	1.56599	-0.14898
HG02759	0.2455	0.20337	-0.50411	-0.83206
HG02760	-1.25506	-1.10197	1.3255	0.64139
HG02761	-0.91099	-0.00566	-0.6205	2.73149
HG02762	0.20058	-1.60434	1.31077	-1.3005
HG02763	1.27233	-0.3473	0.31953	0.36474
HG02764	-0.95411	1.63742	0.2789	0.56542
HG02768	1.00734	-1.01142	2.74704	0.63774
HG02769	-0.44397	1.53228	-0.70518	-0.90859
HG02770	0.8677	1.54442	0.34916	0.5369
HG02771	-2.37591	-0.22795	0.47744	0.37223
HG02772	1.13118	-0.20632	-2.45309	-0.45824
HG02773	0.72736	-1.57036	0.05403	-1.10798
HG02774	-0.38612	0.35761	1.43674	-2.57942
HG02775	-0.69451	1.22084	-0.70334	1.0606
HG02776	-0.26643	0.44984	-0.66337	-0.82454
HG02778	0.45342	-0.49002	1.31669	0.3403
HG02780	-0.72636	-1.22601	-0.02595	-1.15633
HG02783	-0.22397	-0.48675	0.31696	-0.24506
HG02784	-0.06464	1.64115	-1.23283	-0.30047
HG02785	-0.67056	-0.02465	-0.95081	-0.55039
HG02786	0.55424	0.22474	-0.62737	0.12018
HG02787	0.0079	0.25442	-1.03782	1.52197
HG02788	-1.52796	-0.46551	-0.54515	-1.12213
HG02789	0.30769	0.31299	-0.53166	-2.69414
HG02790	-1.49055	-1.30697	0.0231	2.76768
HG02791	-0.51847	-0.25134	1.02377	-0.16497
HG02792	0.5866	-0.36303	1.96561	-1.67939
HG02793	0.96188	0.91903	0.03826	-0.80258
HG02794	-1.15061	-0.61941	-0.55896	1.46705
HG02798	1.64716	-2.17352	0.95263	1.16849
HG02799	0.11589	0.46794	0.21086	0.02261
HG02800	0.54039	-0.4879	-0.12293	-0.05151
HG02804	0.47302	0.33006	-2.01815	1.68534
HG02805	-1.40541	-0.33876	-0.94337	0.75535
HG02806	0.03801	-0.94093	0.68971	-0.42642
HG02807	0.74708	0.03796	-0.62862	0.89031
HG02808	-0.03851	0.13076	0.71485	1.57303
HG02809	-1.22074	-0.11724	0.25831	0.29333
HG02810	0.31836	0.64718	0.50116	-0.04889
HG02811	0.11638	-1.4137	-1.38586	0.00756
HG02812	-1.02194	0.61642	0.55266	-0.83717
HG02813	0.41088	-1.01581	1.08147	-0.73525
HG02814	1.06667	1.41821	-1.19341	1.00187
HG02815	0.47396	-2.22587	0.30784	1.12262
HG02816	-0.43963	0.50719	-0.50843	-0.46963
HG02817	0.30539	0.35507	1.26707	1.29806
HG02818	-2.11395	-1.23697	1.19664	-0.33474
HG02819	1.0009	-1.41171	1.18612	0.18045
HG02820	-0.4421	0.51431	0.50458	0.68645
HG02821	1.02798	1.27738	0.48494	1.51857
HG02836	0.40123	0.77052	-0.79203	0.52101
HG02837	1.06609	-1.14335	0.07234	0.97408
HG02838	0.64725	0.39417	0.21636	1.48184
HG02839	-0.16972	2.0098	-0.7895	0.47544
HG02840	2.14289	0.94294	1.18452	0.80637
HG02841	-0.14472	0.08808	-0.77821	0.59523
HG02851	1.18262	2.10578	-1.50895	-0.08632
HG02852	-0.68556	0.87429	-0.75824	-0.48622
HG02853	0.71349	0.06796	0.34708	0.46716
HG02854	1.17893	1.23653	-1.19947	-1.17725
HG02855	0.53434	0.47313	0.17015	-0.87722
HG02856	-1.75441	-1.60344	-0.41815	0.57427
HG02860	-0.25198	0.78804	0.62689	-0.50143
HG02861	0.02762	-0.2306	1.55289	2.00059
HG02862	-0.16373	0.93912	0.11196	-0.9011
HG02869	0.79143	-0.49988	-1.19256	1.17456
HG02870	0.11526	2.51457	0.67711	-1.02007
HG02871	0.91794	-0.57981	-0.50905	0.3559
HG02878	0.87363	0.02618	0.68666	0.26366
HG02879	-0.71187	0.1107	-0.71197	-0.18234
HG02880	0.04651	-0.61354	1.7877	-1.22685
HG02881	0.06263	0.73372	-0.85434	1.0489
HG02882	-0.55786	-1.44738	0.08668	-0.4896
HG02883	0.5712	-2.21582	-0.10618	-0.58856
HG02884	0.77293	-0.4975	-0.57125	-0.79039
HG02885	0.74359	-1.67026	-0.7354	1.61025
HG02886	-0.97029	-1.01308	0.71335	-0.50895
HG02887	-0.21267	-0.64633	-0.25564	-2.25418
HG02888	-0.53613	-1.0581	1.60144	-0.28388
HG02889	-0.24657	-0.01946	-0.34933	0.97694
HG02890	0.19603	-2.143	0.31372	1.13981
HG02891	0.75075	0.66198	-0.09849	-0.74338
HG02892	0.26416	-0.21363	1.03644	0.51573
HG02895	-2.38689	-0.03083	2.52032	0.02833
HG02896	0.14904	0.03306	-1.84486	0.02109
HG02897	-0.52677	0.4939	1.95181	0.59534
HG02922	1.2325	1.41362	-0.01174	-0.3203
HG02923	0.0822	1.21816	-0.66102	-0.43951
HG02924	-0.07427	0.52258	-0.09741	-0.83371
HG02938	0.46263	0.41089	0.85317	-0.59345
HG02941	0.25717	-0.5902	-0.05634	2.44002
HG02943	-0.30227	0.40697	-1.5752	0.03455
HG02944	-1.27298	-0.18009	-0.61633	1.23735
HG02945	0.02569	0.43926	-0.01688	0.09311
HG02946	-0.22575	2.32948	-0.85691	-0.64475
HG02947	-0.28021	-1.34142	0.88575	-0.67647
HG02948	-1.24115	1.47014	-1.42999	-0.02662
HG02952	-1.48791	-2.03363	-0.35972	0.85843
HG02953	0.36811	0.2746	-1.49621	1.49116
HG02954	1.13563	-0.79013	-0.61348	1.45779
HG02964	1.36882	0.70971	-1.01171	1.02194
HG02965	0.33673	-0.65386	-0.7558	-0.8939
HG02966	-1.67098	-0.14263	0.68493	0.17207
HG02968	2.59279	-0.13344	-0.527	0.01481
HG02970	-0.48435	0.7784	-0.5906	-0.34945
HG02971	0.05648	0.28813	0.07213	0.95156
HG02972	-0.6466	0.35433	0.55222	0.36276
HG02973	1.50293	-3.8236	0.4267	-0.25825
HG02974	-1.43942	-0.70307	0.92971	-1.19057
HG02975	1.04652	0.58862	0.14191	1.11226
HG02976	1.57458	-1.01047	1.04844	1.81952
HG02977	0.30112	-1.77327	-0.17302	-0.07721
HG02978	1.38025	2.14203	1.02337	-1.1005
HG02979	0.16003	-0.83357	-0.22507	-1.50889
HG02980	-1.63253	-0.62324	0.07832	-0.43911
HG02981	2.06663	-0.36836	0.17716	1.53371
HG02982	0.85893	1.13856	0.11301	-0.50847
HG02983	-1.77196	-0.70511	-1.92812	2.61141
HG02984	0.09148	-0.15036	0.08692	-2.18409
HG03006	0.63023	0.00183	-2.00521	1.66181
HG03007	-0.28942	-0.63714	-0.07239	0.05014
HG03008	0.054	-0.41362	-0.33907	-0.66768
HG03009	0.14665	0.07068	-1.09263	1.78874
HG03012	-0.38258	-0.92569	0.23676	1.06463
HG03015	0.31198	-0.61131	0.8669	1.1194
HG03016	-1.33634	1.50288	0.89452	-0.34702
HG03017	-0.22463	-0.12849	-1.0033	-0.24382
HG03018	-0.08932	1.91312	-0.95807	0.22362
HG03019	-0.02119	1.94369	0.10483	-0.31052
HG03021	-0.93924	-0.66982	-0.38651	0.67599
HG03022	-1.00755	-0.68216	0.10551	0.44632
HG03024	0.4822	-0.19137	-1.66721	-0.037
HG03025	0.28161	2.19639	-0.14598	-0.01803
HG03026	0.16377	0.01894	-0.44956	-1.06317
HG03027	-1.62466	0.43411	1.37931	0.45026
HG03028	-1.15265	-1.08383	2.70659	-0.30935
HG03029	-0.14246	1.14394	-0.12682	1.71156
HG03033	-0.56105	-0.90246	0.08043	0.51335
HG03034	0.02872	-1.19914	-2.3817	0.48535
HG03035	-0.50494	-0.64638	0.31439	-0.32512
HG03039	1.11382	-0.47772	0.90518	-1.13749
HG03040	-0.19765	-1.36257	-0.03976	0.58554
HG03041	1.99751	-0.21882	0.56687	1.10846
HG03045	0.08118	-0.85258	1.24897	0.11891
HG03046	-0.50764	0.81125	-0.23438	-1.39125
HG03047	-0.30624	0.18126	1.51248	0.21861
HG03048	1.54972	0.17767	0.63025	0.67127
HG03049	1.52723	0.24296	-0.16884	-0.16042
HG03050	1.25784	0.73374	2.33927	-1.2331
HG03052	-0.11838	0.56412	-0.17629	0.062
HG03054	1.8704	1.62126	-0.43081	-0.61234
HG03055	-0.04431	-0.32823	-0.4628	0.0674
HG03056	1.04026	0.51001	-1.15383	-0.10936
HG03057	1.97643	0.49268	0.84424	0.76903
HG03058	-0.57692	-0.36879	0.46781	-0.10584
HG03060	0.98703	-0.39831	0.05304	-1.43272
HG03061	-0.41942	0.50456	-1.40373	0.59991
HG03063	0.741	0.79528	0.60502	-0.1769
HG03064	-2.32463	-0.22755	0.60277	0.23767
HG03065	-1.20592	1.68222	-1.09806	0.37307
HG03066	1.22112	1.94186	-0.8369	-1.75533
HG03069	0.36672	-0.90983	0.11995	0.36194
HG03072	-0.22239	0.12344	-0.39106	0.88268
HG03073	-0.72113	-1.21899	-0.34684	0.05243
HG03074	-0.49038	0.00257	0.06076	2.42412
HG03077	-0.88511	-0.00949	-1.08425	0.67892
HG03078	-1.29859	0.24526	1.17733	1.66402
HG03079	1.98002	0.71921	0.10467	-1.63429
HG03081	-1.89105	0.83513	0.2582	-2.13082
HG03082	0.57618	-0.20558	-0.51104	0.96681
HG03084	-0.36997	0.30802	2.78048	-0.56248
HG03085	1.03659	-0.20899	-0.40933	0.07982
HG03086	-0.76549	-0.44732	-0.435	0.97461
HG03088	0.36445	0.21465	1.54082	0.93068
HG03091	-0.40973	0.46026	0.50776	1.86147
HG03095	-1.61806	0.48454	-0.9863	0.61431
HG03096	0.03671	0.215	-0.60144	0.61884
HG03097	0.91839	0.4594	-1.7486	-1.3675
HG03098	1.42217	-0.34956	-2.30736	-0.29528
HG03099	-0.31816	0.10797	-0.11813	-1.17796
HG03100	0.12899	0.4047	-0.83709	-1.18137
HG03101	1.8806	0.5899	0.03371	-1.07945
HG03103	-0.2963	-0.83002	-0.361	-0.63304
HG03105	0.41505	1.79839	0.49464	-0.79108
